id,unit,file,source_locator,category,source_issue,target_action,status,evidence
O003-C190,chapter_16_quotient_spaces,repo/source/sec_quotient_space.ptx,authority lines 211-214 and 259-308,equivalence_relation_scope,"the listed ordered identifications do not literally include all reflexive symmetric and transitive pairs even though the source calls the result an equivalence relation","state that the equivalence relation is generated by the displayed identifications",verified,"equivalence closure is required for the claimed quotient construction and preserves every displayed generating identification"
O003-C191,chapter_16_quotient_spaces,repo/source/sec_quotient_space.ptx,authority line 270,mathematical_notation,"part (i) identifies the bottom edge with itself by (x,0) equivalent to (1-x,0) although its first diagram is the Möbius identification of opposite edges","replace the second endpoint by (1-x,1)",verified,"the frozen figure stem Mobius_identification and its opposite arrows unambiguously pair the bottom edge with the top edge in reverse direction; the adjacent parts likewise correspond in order to Torus_identification and Quotient_sphere_1"
O003-C192,chapter_16_quotient_spaces,repo/source/sec_quotient_space.ptx,authority lines 275 and 283,mathematical_object,"part (ii) identifies both pairs of opposite square edges in matching directions and all four corners but calls the resulting space a Möbius strip","restore the Möbius name and index to corrected part (i) and index and name part (ii) as a torus",verified,"the displayed relations and the paired Mobius_identification and Torus_identification figures unambiguously define the standard square quotient models in that order"
O003-C193,chapter_16_quotient_spaces,repo/source/sec_find_quotient_space.ptx,authority lines 26-27,mathematical_scope,"the source says the equivalence relation identifies the real line with the interval [0,1] although the interval only supplies representatives and its endpoints are identified","state that every equivalence class has a representative in [0,1] with the two endpoints identified",verified,"the quotient is not literally the closed interval; this wording preserves the intended fundamental-domain construction"
O003-C194,chapter_16_quotient_spaces,repo/source/sec_find_quotient_space.ptx,authority line 30,mathematical_notation,"the objective names the unit circle as S_1 although the defining display and every subsequent occurrence use S^1","replace S_1 by S^1",verified,"the immediately preceding display defines S^1 and no object S_1 is defined"
O003-C195,chapter_16_quotient_spaces,repo/source/sec_find_quotient_space.ptx,authority lines 139-148,ambient_space_error,"the proof equates a subset of X with the inverse image under the induced map which is a subset of X/~ and then calls that subset open in X","replace the invalid chain by f^{-1}(O)=p^{-1}(overline f^{-1}(O)) and apply the quotient-topology criterion in X/~",verified,"the corrected identity is type-consistent and directly proves continuity of the induced map"
O003-C196,chapter_16_quotient_spaces,repo/source/sec_find_quotient_space.ptx,authority lines 190-194,period_error,"for f(t)=(cos(2 pi t),sin(2 pi t)) the source translates lifted intervals by 2 pi k and calls A and B angles","treat A and B as normalized real parameters and translate the lifted intervals by k",verified,"the period in the variable t is 1 so the preimage components are (A+k,B+k) for integers k"
O003-C197,chapter_16_quotient_spaces,repo/source/sec_find_quotient_space.ptx,authority lines 237-242,proof_scope,"the source claims every interval contained in O maps to the single endpoint-determined open arc although an interval of length at least 1 can wrap around the circle","choose around every point an open subinterval of length less than 1 and take the union of its open-arc images",verified,"such subintervals cover O and their images cover f(O), proving that f is open without the overbroad interval claim"
O003-C198,chapter_16_quotient_spaces,repo/source/sec_quotients_summ.ptx,authority line 18,mathematical_object,"the source calls the function p a quotient topology and the resulting sentence is grammatically malformed","state that p in the preceding construction is called a quotient map and Y is called a quotient space",verified,"p is the surjective function in the preceding bullet while the quotient topology is the displayed family of subsets of Y"
O003-C199,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority lines 59-62,empty_subspace_edge_case,"the claimed equivalence classes include A itself even when A is empty although an empty set cannot be an equivalence class and the intuition then says the empty set is collapsed to a point","define x equivalent to y exactly when x equals y or both points belong to A and qualify the collapse intuition so the empty case creates no point",verified,"the corrected formula gives the intended collapse quotient for every subspace and explicitly leaves the empty-subspace case unchanged"
O003-C200,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority lines 134-158,underdetermined_equivalence_relations,"reflexivity alone does not fully specify the equivalence closure of the stated identifications and diagonally opposite is ambiguous for disk points","declare the equivalence relation generated by exactly the stated identifications and express the antipodal condition as y=-x",verified,"equivalence closure supplies symmetry and transitivity while the coordinate formula removes geometric ambiguity without adding identifications"
O003-C201,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority lines 167-170,underdetermined_equivalence_relation,"the wording separately supplies a positive-height condition and reflexivity but does not explicitly state the complete binary relation","state that two points are equivalent exactly when they are equal or have the same positive second coordinate",verified,"the biconditional is reflexive on the base edge and makes every positive horizontal slice one equivalence class"
O003-C202,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority line 231,mathematical_notation,"the excluded-point topology is written with a duplicated nested tau subscript","replace tau sub tau sub overline p by tau sub overline p",verified,"the corrected symbol matches the definition in the same exercise and the established notation throughout the book"
O003-C203,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority lines 241-250,projective_geometry_error,"the source posits one point at infinity where all lines intersect although projective completion adds one ideal point for each parallel direction","state that distinct projective lines meet once and parallel affine lines of one direction share their corresponding point at infinity",verified,"this is the incidence structure of the real projective plane defined immediately afterward"
O003-C204,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority line 284,mathematical_notation,"one quotient occurrence uses the ordinary relation macro after the book introduced its spaced quotient-relation macro","replace S^2 slash sim by S^2 slash ssim",verified,"the adjacent occurrences at authority lines 274 and 288 use the intended quotient notation"
O003-C205,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority line 347,mathematical_notation,"one real-projective-plane occurrence uses bold R rather than blackboard-bold R","replace mathbf R P^2 by mathbb R P^2",verified,"every other occurrence in the exercise uses mathbb R P^2"
O003-C206,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority lines 313-315,classification_scope,"the informal statement says every closed surface is made from spheres tori and projective planes without connectedness or the connected-sum classification","state the connected closed-surface classification as the sphere a finite connected sum of tori or a finite connected sum of real projective planes",verified,"the corrected alternatives are the standard classification boundary and avoid treating disconnected surfaces or ordinary unions as connected sums"
O003-C207,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority line 408,lexical_mathematical_error,"the source says continually collapse where continuity of the deformation is intended","state continuously collapse",verified,"the surrounding definition requires a continuous map and the corrected adverb expresses that property"
O003-C208,chapter_16_quotient_spaces,repo/source/sec_quotients_exer.ptx,authority lines 456-489,duplicate_prompts_retained,"the first two true-or-false prompts are repeated verbatim as the third and fourth prompts","retain both source occurrences to preserve exercise topology and map the later copies as explicit backend aliases of the first pair",verified,"the repetition is byte-identical and there is no primary evidence for intended replacement questions; transparent aliasing avoids silently inventing or deleting source content"
O003-C209,chapter_16_quotient_spaces,repo/source/chapters_01_16_reader.ptx,authority source/main.ptx line 83,build_configuration,"the cumulative reader wrapper omitted the source-defined quotient-relation macro ssim, causing the strict XeLaTeX build to stop at the first quotient-space occurrence","restore the exact upstream definition newcommand ssim equals sim in the cumulative wrapper macro block",verified,"the pinned authority defines the macro globally and Chapter 16 uses it throughout; restoring that lossless definition preserves source notation and closes the strict build dependency"
O003-C210,chapter_16_quotient_spaces,repo/source/chapters_01_16_reader.ptx,authority source/main.ptx line 13,build_configuration,"the cumulative reader wrapper omitted the source-defined complex-number macro C used by the original Chapter 16 self-study companion","restore the exact upstream definition newcommand C equals mathbb C in the cumulative wrapper macro block",verified,"the companion's unit-circle description uses the conventional complex-number set and the pinned authority provides this exact lossless macro definition"
O003-C211,chapter_16_quotient_spaces,repo/source/chapters_01_16_reader.ptx,authority source/main.ptx lines 171-174 and source/sec_find_quotient_space.ptx lines 189-194 and 239,build_configuration,"the cumulative derivative wrapper omitted the upstream unicode-math preamble that supplies overparen, causing strict XeLaTeX failure at the four retained open-arc expressions","define overparen locally with one argument as overset frown over that argument in the cumulative wrapper macro block",verified,"the local definition retains every source math token and gives both MathJax and XeLaTeX conventional arc notation without importing unicode-math and globally changing the established cumulative reader fonts or pagination; all four final uses receive targeted visual QA"
O003-C212,chapter_17_compact_spaces,repo/source/sec_compact_top_intro.ptx,authority line 67,grammar,"the source phrase collections of open sets that cover of (0,1) contains an extraneous of","translate the intended statement as collections of open sets that cover (0,1)",verified,"the surrounding construction and both adjacent uses unambiguously require the verb cover with no preposition"
O003-C213,chapter_17_compact_spaces,repo/source/sec_compact_top_intro.ptx,authority lines 120-121,mathematical_reference,"O0 O1 and O4 are called a finite subcover of the family {On} indexed by n at least 3 even though O0 and O1 are not members of that family","identify them as a finite subcover of the previously described cover extended by O0 and O1",verified,"the immediately preceding paragraph explicitly constructs the extended cover by adjoining O0 and O1 and the three stated sets then cover [0,1]"
O003-C214,chapter_17_compact_spaces,repo/source/sec_compact_app.ptx,authority lines 4 and 16 plus downstream summary,missing_hypothesis,"the maximum-minimum claim permits the empty compact topological space even though a function with empty domain has no attained maximum or minimum","state the theorem and its proof activity for a nonempty compact topological space and propagate the same scope to the chapter summary",verified,"the book defines a topological space as any set carrying a topology so the empty space is allowed; nonemptiness makes f(X) nonempty and the least-upper-bound argument valid"
O003-C215,chapter_17_compact_spaces,repo/source/sec_compact_cont.ptx,authority lines 135-139,undefined_map,"the corollary refers to f(A) after saying only that X and Y are homeomorphic and never introduces f","state in prose that f is a homeomorphism from the displayed space X to the displayed space Y",verified,"the preceding theorem proves preservation under continuous maps and applying it to a named homeomorphism and its inverse gives the asserted equivalence"
O003-C216,chapter_17_compact_spaces,repo/source/sec_compact_rn.ptx,authority line 187,index_domain,"the nested-cube proof quantifies k over all integers although only cubes with nonnegative indices are constructed","restrict k to the nonnegative integers",verified,"Q_0 is the initial cube and the inductive construction defines Q_k only for subsequent nonnegative indices"
O003-C217,chapter_17_compact_spaces,repo/source/sec_compact_rn.ptx,authority line 194,mathematical_notation,"the Cartesian-product display omits the multiplication sign before its final interval factor","insert the missing Cartesian-product times sign before the final factor",verified,"an n-dimensional cube is the product of all n displayed closed intervals"
O003-C218,chapter_17_compact_spaces,repo/source/sec_compact_rn.ptx,authority lines 217-223,proof_gap,"the proof cites only a_i_s less than or equal to b_i_s to conclude that the supremum of all a_i_s is below every b_i_s","use nesting explicitly to show that each b_i_s is an upper bound for every a_j_s before applying the least-upper-bound property",verified,"for j below i monotonicity gives a_j_s no greater than a_i_s no greater than b_i_s and for j above i containment Q_j in Q_i gives a_j_s no greater than b_i_s"
O003-C219,chapter_17_compact_spaces,repo/source/sec_compact_rn.ptx,authority lines 247-248,strictness_error,"D_K is defined as the maximum distance in Q_K but the source asserts every point has distance strictly below D_K","use d_E(q,x) less than or equal to D_K less than epsilon_q",verified,"equality can hold at an opposite corner and the corrected chain still places Q_K inside the epsilon ball"
O003-C220,chapter_17_compact_spaces,repo/source/sec_compact_rn.ptx,authority line 359,dimension_index,"the final Heine-Borel containment uses Q_K to the power m although the ambient Euclidean dimension is n","replace Q_K^m by Q_K^n",verified,"m counts the chosen finite subcover while n is the dimension fixed throughout the proof"
O003-C221,chapter_17_compact_spaces,repo/source/sec_compact_top_exer.ptx,authority lines 3-18,duplicate_prompt_retained,"the first exercise contains two byte-identical tasks","retain both physical occurrences and map the second as an explicit backend alias of the first",verified,"there is no primary evidence for a missing replacement prompt so transparent aliasing preserves source topology without inventing work"
O003-C222,chapter_17_compact_spaces,repo/source/sec_compact_top_exer.ptx,authority lines 190-223,wrong_ambient_set,"the Either-Or exercise defines X as the interval [-1,1] but its last task asks about subsets of the integers","ask about subsets of X",verified,"all preceding tasks and the stated topology concern the fixed underlying set X and no topology on the integers is defined"
O003-C223,chapter_17_compact_spaces,repo/source/sec_compact_top_exer.ptx,authority lines 374-381,missing_hypothesis,"the Hausdorff separation task permits x to belong to the compact set A while requiring disjoint open sets containing x and A","require x to lie in X minus A",verified,"the requested disjoint neighborhoods are impossible when x belongs to A and the corrected statement is the standard compact-set separation theorem"
O003-C224,chapter_17_compact_spaces,repo/source/sec_compact_top_exer.ptx,authority lines 433-438,unbound_variable,"the local-compactness definition quantifies x but requires the undefined point p to lie in O","replace p in O by x in O",verified,"the neighborhood must contain the point quantified at the beginning of the definition"
O003-C225,chapter_17_compact_spaces,repo/source/sec_fractals.ptx,authority lines 140-151,incorrect_affine_map,"the stated half-scale affine map adds v_i rather than one half v_i even though the prose says v_i is fixed and every image point is the midpoint with v_i","replace the translation vector by one half v_i and describe the scale factor as one half",verified,"the corrected map sends v_i to itself and sends every x to the midpoint of x and v_i exactly as the construction requires"
O003-C226,chapter_17_compact_spaces,repo/source/sec_fractals.ptx,authority line 116,grammar,"the source says the collection is denote at H(X)","translate the intended phrase as denoted by H(X)",verified,"denote by is the unambiguous grammatical construction naming the hyperspace"
O003-C227,chapter_17_compact_spaces,repo/source/sec_compact_cont.ptx,authority lines 115-132,pretext_structure,"the compact-image theorem is nested inside the final activity task statement and is invalid under the pinned PreTeXt schema","move the unchanged theorem to section level immediately after the activity while retaining the task prompt in place",verified,"the repaired section preserves the inquiry order and validates with zero diagnostics in the cumulative Chapters 1-17 context"
O003-C228,chapter_17_compact_spaces,repo/source/sec_compact_rn.ptx,authority lines 321-339,pretext_structure,"the closed-subset-of-a-compact-space theorem is nested inside the final activity task statement and is invalid under the pinned PreTeXt schema","move the unchanged theorem to section level immediately after the activity while retaining the task prompt in place",verified,"the repaired section preserves the inquiry order and validates with zero diagnostics in the cumulative Chapters 1-17 context"
O003-C229,chapter_17_compact_spaces,repo/source/sec_compact_app.ptx,authority lines 4-16,pretext_structure,"the maximum-minimum theorem is nested inside an activity introduction and is invalid under the pinned PreTeXt schema","move the theorem to section level before the activity and make the introduction explicitly identify the following activity as its proof",verified,"the theorem remains immediately adjacent to its proof activity and the cumulative Chapters 1-17 source validates with zero diagnostics"
O003-C230,chapter_17_compact_spaces,repo/source/sec_fractals.ptx,authority lines 66-164,pretext_structure,"the Hausdorff-distance definition and theorem are nested inside task statements in one activity and are invalid under the pinned PreTeXt schema","split the activity into three consecutive activities and move the unchanged formal definition and theorem to section level at their original reading positions while retaining all four prompts",verified,"the repaired section preserves the inquiry sequence and prompt denominator and validates with zero diagnostics in the cumulative Chapters 1-17 context"
O003-C231,chapter_17_compact_spaces,repo/source/chap_Compact_topology.ptx,authority XInclude order,pretext_structure,"the source places a supplemental fractals section after the chapter divisional-exercises block although the pinned PreTeXt schema requires divisional exercises to be final","place the unchanged fractals section immediately before the final exercises include",verified,"all chapter content remains present in the same topical neighborhood and the cumulative Chapters 1-17 source validates with zero diagnostics"
O003-C232,chapter_17_compact_spaces,repo/source/sec_compact_top_exer.ptx,authority lines 433-441,pretext_structure,"a formal local-compactness definition is nested inside a divisional-exercise introduction and is invalid under the pinned PreTeXt schema","retain the complete definition and index term as an explicitly labeled definition paragraph in the same introduction",verified,"no mathematical content or prompt is removed and the cumulative Chapters 1-17 source validates with zero diagnostics"
O003-C233,chapter_17_compact_spaces,repo/source/chapters_01_17_reader.ptx,authority main.ptx macro closure / derivative wrapper macros,build_closure,"the cumulative derivative wrapper omitted the upstream definition \\newcommand{\\E}{\\mathbb{E}} although Chapter 17 exercises use \\E repeatedly; XeLaTeX therefore emitted an undefined-control-sequence error and only a partial PDF","restore the exact upstream \\E macro definition in the cumulative reader wrapper",verified,"the strict PDF gate exposed the hidden partial build; the restored macro preserves every Chapter 17 source and companion expression and is required for a complete deterministic PDF"
O003-C234,chapter_19_path_connected_spaces,repo/source/sec_path_intro.ptx,authority line 10,source_typo,"the phrase 'from one point in the spaced to another' uses 'spaced' where the sentence unambiguously requires 'space'","render the intended phrase naturally as 'dari satu titik ke titik lain dalam ruang tersebut'",verified,"the correction changes no mathematical definition or XML topology and preserves the evident meaning of the surrounding path-connectedness paragraph"
O003-C235,chapter_18_connected_spaces,repo/source/sec_connect_sets.ptx,authority lines 171-187,pretext_structure,"the connected-image theorem is nested inside the final task statement of an activity and is invalid under the pinned PreTeXt schema","retain the task's explanatory prompt in place and hoist the unchanged theorem to section level immediately after the activity",verified,"the theorem's complete subtree and xml:id thm_connected_invariant are unchanged; only its invalid parent is repaired, and the cumulative Chapters 1-18 schema gate reports zero diagnostics"
O003-C236,chapter_18_connected_spaces,repo/source/sec_connect_subset_rn.ptx,authority lines 41-58,pretext_structure,"the separation lemma is nested inside the final task statement of an activity and is invalid under the pinned PreTeXt schema","retain the task's proof prompt in place and hoist the unchanged lemma to section level immediately after the activity",verified,"the lemma's complete subtree and xml:id lem_separation_subset are unchanged; only its invalid parent is repaired, and the cumulative Chapters 1-18 schema gate reports zero diagnostics"
O003-C237,chapter_18_connected_spaces,repo/source/sec_ivt_fpt.ptx,authority lines 77-96,pretext_structure,"the fixed-point theorem is nested inside an activity introduction and is invalid under the pinned PreTeXt schema","hoist the unchanged theorem to section level immediately before the activity while retaining the introduction's proof lead and hypotheses",verified,"the theorem remains immediately adjacent to its proof activity, all mathematical content is retained, and the cumulative Chapters 1-18 schema gate reports zero diagnostics"
O003-C238,chapter_18_connected_spaces,repo/source/sec_connect_top_exer.ptx,authority lines 153-170,pretext_structure,"an un-IDed formal definition of local connectedness is nested inside a divisional-exercise introduction and is invalid under the pinned PreTeXt schema","retain the complete index term and definition text as a paragraph explicitly labeled Definisi in the same introduction",verified,"no mathematical content or exercise prompt is removed; only the invalid definition and statement shells are flattened, and the cumulative Chapters 1-18 schema gate reports zero diagnostics"
O003-C239,chapter_19_path_connected_spaces,repo/source/sec_path_connect.ptx,authority theorem thm_path_connected,pretext_structure,"the path-connected-implies-connected theorem is nested inside an activity introduction and is invalid under the pinned PreTeXt schema","hoist the unchanged theorem to section level immediately before the activity while retaining the activity as its proof inquiry",verified,"the complete theorem subtree and xml:id thm_path_connected are preserved; only its invalid parent is repaired, and the isolated Chapter 19 schema gate reports zero diagnostics"
O003-C240,chapter_19_path_connected_spaces,repo/source/sec_path_connect_equiv.ptx,authority path-product definition,pretext_structure,"the formal definition of the product of two paths is nested directly inside an activity and is invalid under the pinned PreTeXt schema","move the unchanged definition to section level immediately after the activity and retain the activity's direct prompt paragraph referring to the following definition",verified,"the original prompt-before-definition reading order and physical prompt carrier are preserved, and the isolated Chapter 19 schema gate reports zero diagnostics"
O003-C241,chapter_19_path_connected_spaces,repo/source/sec_connect_finite.ptx,authority definition def_min_nghb,pretext_structure,"the formal minimal-neighborhood definition is nested inside a task statement and is invalid under the pinned PreTeXt schema","retain the complete index term, xml:id def_min_nghb, and definition text as an explicitly labeled paragraph inside the same task statement",verified,"no mathematical content or prompt is removed; only the invalid definition shell is flattened, and the isolated Chapter 19 schema gate reports zero diagnostics"
O003-C242,chapter_19_path_connected_spaces,repo/source/sec_connect_finite.ptx,authority lemma proof after selecting p in P,variable_reference,"the proof refers to the neighborhood O of x even though it has just selected the point p and the next sentence uses p in O","render O as a neighborhood of p",verified,"the corrected reference matches the quantified point and the following membership statement without changing the proof's argument"
O003-C243,chapter_19_path_connected_spaces,repo/source/sec_connect_finite.ptx,authority minimal-neighborhood proof,grammar,"the source says 'any neighborhood of N of x', with an extraneous 'of' before N","render the intended phrase as 'any neighborhood N of x'",verified,"the correction is grammatical and preserves the quantified neighborhood and point"
O003-C244,chapter_19_path_connected_spaces,repo/source/sec_connect_finite.ptx,authority final theorem reverse implication,mathematical_logic,"the reverse implication assumes that X is path connected and repeats the forward direction instead of proving that connectedness plus equality of components and path components implies path connectedness","assume X is connected, use its single component C=X and the equality of components and path components, then conclude that X is path connected",verified,"the repaired argument proves the stated converse and uses exactly the theorem's hypotheses"
O003-C245,chapter_19_path_connected_spaces,repo/source/sec_connect_infinite.ptx,authority distance display in connectedness proof,formula_parenthesis,"the displayed Euclidean-distance expression lacks the closing parenthesis that pairs with the opening delimiter around its two point arguments","restore the missing closing parenthesis after the second point",verified,"the repaired expression is syntactically balanced and leaves every mathematical symbol and argument unchanged"
O003-C246,chapter_19_path_connected_spaces,repo/source/sec_connect_infinite.ptx,authority connectedness proof constructed point,formula_reference,"the proof concludes that (z,arcsin(z)) lies in the graph B although B is the graph of sin(1/x) and the constructed point has second coordinate sin(1/z)","render the constructed point as (z,sin(1/z))",verified,"the corrected point lies in B by its definition and is the same point used in the preceding distance estimate"
O003-C247,chapter_19_path_connected_spaces,repo/source/sec_connect_infinite.ptx,authority final proof sentence,punctuation,"the source opens a parenthetical with '(In fact,' at the end of the proof but never closes it","close the parenthetical at the end of the sentence",verified,"the repair restores balanced punctuation without altering the mathematical claim"
O003-C300,chapter_20_product_topology,repo/source/sec_prod_top.ptx,authority line 53,grammar,"the question says 'what is the smallest collection of sets would we need'","render the intended question without the extraneous auxiliary construction",verified,"the Indonesian question is grammatical and asks for the same smallest added collection"
O003-C301,chapter_20_product_topology,repo/source/sec_top_prod_space.ptx,authority line 16,notation_consistency,"the first factor is written (X tau) although the section consistently names its topology tau_X","render the first factor as (X tau_X)",verified,"the corrected subscript matches every subsequent use in the basis construction"
O003-C302,chapter_20_product_topology,repo/source/sec_prod_top_exam.ptx,authority line 10,ambient_space,"the real intervals [1,2] and [3,4] are described as subspaces of R^2","render them as subspaces of R",verified,"both intervals are subsets of the real line and their product is then identified with the rectangle in R^2"
O003-C303,chapter_20_product_topology,repo/source/sec_prod_top_exam.ptx,authority line 68,grammar,"the source says V is 'the intersections' of S^1 with an open ball","render V as the singular intersection",verified,"the repaired number agreement preserves the described relatively open arc"
O003-C304,chapter_20_product_topology,repo/source/sec_prod_top_exam.ptx,authority lines 75-116,formula_reference,"the radius-two-circle activity repeatedly substitutes S^1 and unit-circle sample points for its declared first factor 2S^1","use p in 2S^1; S^1_p as a subset of 2S^1 times S^1; graph the first factor 2S^1; use sample points (2,0) (sqrt(2),sqrt(2)) and (0,2); and take U from 2S^1",verified,"every repaired reference now lies in the declared radius-two first factor while the second factor remains S^1"
O003-C305,chapter_20_product_topology,repo/source/sec_proj_cont_prod.ptx,authority line 87,grammar,"the source says 'a product of topological space'","render the plural 'ruang-ruang topologi'",verified,"the quantified finite product has multiple topological-space factors"
O003-C306,chapter_20_product_topology,repo/source/sec_proj_cont_prod.ptx,authority lines 130-152,pretext_structure,"the theorem thm_subbasis_continuous is nested inside an activity statement and is invalid under the pinned PreTeXt schema","move the unchanged theorem to section level immediately after the activity while retaining the direct proof prompt and hint",verified,"the theorem ID and forward xref are preserved and isolated Chapter 20 schema validation reports zero diagnostics"
O003-C307,chapter_20_product_topology,repo/source/sec_proj_cont_prod.ptx,authority line 166,formula_parenthesis,"the inverse-image identity lacks the final closing parenthesis in g^{-1}(h^{-1}(O))","restore the missing closing parenthesis",verified,"the repaired expression has balanced function arguments and states the standard inverse-image identity"
O003-C308,chapter_20_product_topology,repo/source/sec_prop_prod_top.ptx,authority lines 38-45,pretext_structure,"the Hausdorff product theorem is nested inside a task statement and is invalid under the pinned PreTeXt schema","move the unchanged theorem to section level immediately after the activity and retain the direct completion prompt",verified,"the theorem remains adjacent to the generating activity and isolated Chapter 20 schema validation reports zero diagnostics"
O003-C309,chapter_20_product_topology,repo/source/sec_prop_prod_top.ptx,authority lines 83 and 88,xref_reference,"the proof of lem_Connected_union twice cites the lemma itself for the two-set union result it is using","cite the earlier foundational activity act_connected_compenent",verified,"the replacement xref supplies the needed prior result and removes circular self-citation"
O003-C310,chapter_20_product_topology,repo/source/sec_prop_prod_top.ptx,authority line 122,variable_reference,"the proof defines X_a but then says the undefined X-prime is connected","render X_a as connected",verified,"the corrected symbol is the subspace introduced in the preceding sentence"
O003-C311,chapter_20_product_topology,repo/source/sec_prop_prod_top.ptx,authority lines 120-126,map_type,"the factor-identifying homeomorphisms are called inclusion maps although their displayed domains and codomains make them parameterizations into product slices","render them neutrally as mappings",verified,"the formulas and homeomorphism claims are preserved without the incorrect map-type label"
O003-C312,chapter_20_product_topology,repo/source/sec_prop_prod_top.ptx,authority line 212,variable_reference,"the compactness proof concludes y is in undefined Y_k after defining the finite family V_k","render y in V_k",verified,"the corrected membership refers to the selected member of the finite cover of Y"
O003-C313,chapter_20_product_topology,repo/source/sec_prop_prod_top.ptx,authority lines 221-229,grammar_and_logic,"the final compactness paragraph contains 'the is'; duplicates 'is an open cover of X' after a period; and uses singular agreement for multiple covering sets","render a coherent finite-subcover argument with plural agreement",verified,"the corrected prose still selects finitely many W_i covering X and then their product strips covering X times Y"
O003-C314,chapter_20_product_topology,repo/source/sec_prod_top_summ.ptx,authority line 37,definition_reference,"the subbasis summary calls the collection of all finite intersections 'the set CS' even though CS itself is the subbasis","describe the finite-intersection collection as the collection built from CS",verified,"the repaired wording matches the preceding chapter theorem and preserves the definition"
O003-C315,chapter_20_product_topology,repo/source/sec_prod_top_exer.ptx,authority line 87,grammar,"the source says X_1 and X_2 are 'topological space'","render the plural 'ruang topologi'",verified,"both quantified factors are topological spaces"
O003-C316,chapter_20_product_topology,repo/source/sec_prod_top_exer.ptx,authority lines 184-186,punctuation,"the compact-factor question ends with a period rather than a question mark","render it as a direct question",verified,"the interrogative meaning is explicit without altering the mathematical claim under assessment"
O003-C317,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority lines 46-50,index_chain,"the k-path sequence begins at p_0 but its adjacency chain begins with p_1 adjacent to p_2 and omits p_0 adjacent to p_1","start the adjacency chain with p_0 adjacent to p_1",verified,"the repaired consecutive-pair condition covers the full displayed sequence through p_m"
O003-C318,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority lines 73 and 75,grammar,"the source says 'we us' and repeats 'if if'","render the intended verbs and single conditional",verified,"both repairs are deterministic typographical normalization"
O003-C319,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority line 134,macro_consistency,"the digital-line activity writes plain Z although every surrounding integer-space reference uses the protected macro backslash-Z","render the integer space with backslash-Z",verified,"the corrected notation matches the basis definition and all later occurrences"
O003-C320,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority line 172,definition_consistency,"the source recalls a path as a homeomorphism from [0,1] although the book's path definition and the immediately following digital-path definition use the range of a continuous function","render a path as the range of a continuous function from [0,1]",verified,"the repaired recall matches the established definition while preserving the subsequent path-versus-arc distinction"
O003-C321,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority lines 169-239,pretext_structure,"two formal definitions are nested inside task statements and one additionally places a ul inside a p; both constructions are invalid under the pinned PreTeXt schema","move the prerequisite interval prose and both indexed definitions to section level immediately before the same activity; split the invalid list-bearing paragraph into valid definition paragraphs; retain the direct tasks in the activity",verified,"all definition text and index terms remain contiguous with the activity and isolated Chapter 20 schema validation reports zero diagnostics"
O003-C322,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority lines 247-275,pretext_structure,"the theorem thm_digital_Jordan_curve is nested inside an activity task statement and is invalid under the pinned PreTeXt schema","move the unchanged theorem to section level immediately after the activity while retaining the task's source citation consequence and direct assessment prompt",verified,"the theorem ID and forward xref are preserved and isolated Chapter 20 schema validation reports zero diagnostics"
O003-C323,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority lines 293-294,formula_glyph,"the theorem contains question-mark glyphs in the subscripts P_{j?1} and P_{i?1} where adjacent indices require subtraction","render P_{j-1} and P_{i-1}",verified,"the corrected indices form the stated triples of consecutive points"
O003-C324,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority line 348,symbol_case,"the application task switches from the theorem's point labels P_j to undefined lowercase x_j","retain the theorem's uppercase P labels throughout",verified,"the corrected symbols refer to the enumerated points of the digital Jordan curve"
O003-C325,chapter_20_product_topology,repo/source/sec_prod_top_app.ptx,authority line 316,grammar,"the source says 'let N(x) to be'","render the intended definition 'misalkan N(x) adalah'",verified,"the correction is grammatical and preserves the neighborhood-intersection definition"
